股票代码,公司名称,行业,会计年度,营业收入,营业成本,销售费用,管理费用,研发费用,财务费用,资产减值损失,营业利润,利润总额,所得税费用,净利润,归母净利润,货币资金,应收账款,存货,流动资产合计,固定资产,无形资产,非流动资产合计,资产总计,短期借款,应付账款,流动负债合计,长期借款,非流动负债合计,负债合计,所有者权益合计,归母股东权益,经营活动现金流净额,投资活动现金流净额,筹资活动现金流净额,现金及等价物净增加额
60050073,能源第074号公司,能源,2021,65.8,43.99,1.34,4.17,1.02,1.75,0.21,13.32,13.94,3.68,3.16,9.63,47.33,4.5,5.41,67.79,75.98,28.31,113.7,181.5,22.32,4.54,60.71,36.06,60.67,121.38,60.12,54.77,9.12,-8.62,1.89,2.39
60050073,能源第074号公司,能源,2022,69.85,56.63,4.58,3.33,1.19,2.0,-0.09,2.21,2.15,0.59,1.57,1.53,29.66,13.76,14.61,76.01,46.69,5.99,67.33,143.34,19.38,3.67,44.82,33.09,51.04,95.86,47.48,47.31,0.36,-9.27,-1.51,-10.42
60050073,能源第074号公司,能源,2023,79.82,60.61,4.18,7.15,1.05,0.64,-0.59,6.79,6.96,1.68,5.28,4.82,36.24,13.76,16.1,79.0,82.42,15.79,114.62,193.61,15.62,7.57,58.15,46.84,51.04,129.48,47.48,57.53,7.85,-15.06,4.76,-2.45
60050074,能源第075号公司,能源,2019,47.4,39.13,1.04,4.25,1.37,0.74,-0.33,1.19,1.15,0.26,0.89,0.85,12.2,7.03,4.63,27.1,25.5,3.12,32.79,59.89,7.0,4.28,14.67,12.15,14.04,28.71,31.18,29.12,-1.51,-2.85,-3.24,-7.6
60050074,能源第075号公司,能源,2020,48.56,30.71,2.13,4.35,1.4,0.83,0.17,12.8,12.28,3.14,9.14,8.48,13.05,3.27,4.1,23.26,16.31,1.97,24.04,47.3,7.65,5.32,12.99,8.2,9.68,22.67,24.63,21.55,6.75,-2.33,-2.15,2.26
60050074,能源第075号公司,能源,2021,48.63,31.04,1.72,2.32,1.63,0.56,0.93,12.29,12.6,3.3,9.3,8.94,11.99,8.54,8.67,31.43,20.57,4.05,30.37,61.8,3.32,5.58,19.93,3.59,9.7,29.62,32.18,31.17,9.43,-2.01,-3.13,4.3
60050074,能源第075号公司,能源,2022,57.25,39.13,2.61,5.66,1.61,1.52,0.58,6.14,6.13,1.57,4.56,4.39,13.69,4.04,9.19,31.47,29.22,6.36,43.09,74.56,4.77,7.52,19.63,13.41,16.11,35.74,32.18,37.28,3.38,-5.2,0.31,-1.5
60050074,能源第075号公司,能源,2023,50.25,34.18,1.11,4.99,1.51,0.34,-0.21,8.34,8.1,1.98,2.8,6.11,16.75,5.45,9.19,36.32,22.6,9.01,33.77,70.09,12.64,6.29,24.9,6.17,16.11,33.6,36.49,31.53,6.94,-3.71,-0.2,3.02
60050075,能源第076号公司,能源,2019,61.32,39.06,2.41,2.83,0.76,0.67,0.53,15.06,3.77,3.63,10.98,10.22,8.67,3.69,8.66,34.39,24.83,10.01,43.44,77.83,7.27,7.34,17.79,18.98,20.05,37.84,39.99,36.23,15.28,-4.55,1.97,12.7
60050075,能源第076号公司,能源,2020,56.52,47.61,4.35,4.44,0.86,1.0,-0.13,-1.61,-1.68,0.0,-1.68,-1.51,8.67,7.74,6.8,36.13,20.5,3.75,27.09,63.22,10.12,3.48,17.92,9.85,12.82,30.74,32.49,29.14,-2.37,-1.83,-3.68,-7.87
60050075,能源第076号公司,能源,2021,60.86,36.83,4.53,5.15,0.89,1.31,0.88,11.27,10.73,2.75,7.97,6.91,8.67,3.44,9.78,25.57,18.18,1.8,23.75,49.32,8.94,3.27,18.51,3.14,5.46,23.98,25.34,22.17,9.07,-3.13,-3.99,1.94
60050075,能源第076号公司,能源,2022,60.52,43.94,1.96,2.74,0.81,1.31,0.43,9.33,9.11,2.41,6.7,5.75,8.2,10.35,8.23,30.13,18.18,1.8,40.83,70.96,8.94,6.09,27.12,4.3,7.37,34.5,36.46,33.05,8.49,-1.52,-2.82,4.15
60050075,能源第076号公司,能源,2023,65.27,49.01,3.13,5.06,0.83,1.17,0.05,4.91,4.91,1.3,3.6,3.06,20.45,8.59,7.14,43.76,23.48,3.0,36.24,80.0,13.06,5.93,30.64,4.9,8.25,38.89,41.11,40.09,5.7,-2.01,-5.77,-2.07
60050076,能源第077号公司,能源,2019,10.14,7.21,0.65,0.63,0.19,0.11,0.09,1.26,1.27,0.32,0.96,0.78,4.94,0.77,1.1,7.69,6.98,0.63,9.67,17.35,3.43,1.49,8.29,1.59,2.31,10.6,6.75,6.04,1.17,-0.88,-0.51,-0.22
60050076,能源第077号公司,能源,2020,9.93,6.89,0.33,0.76,0.21,0.22,0.1,1.41,4.34,0.33,1.01,0.93,1.92,1.11,1.51,6.33,6.54,0.53,8.5,14.83,1.16,1.22,6.35,1.46,2.71,9.06,5.77,5.5,1.23,-0.28,-0.1,0.85
60050076,能源第077号公司,能源,2021,10.56,8.85,0.56,0.83,0.26,0.17,0.11,-0.21,-0.22,0.0,-0.22,-0.2,3.64,1.27,1.78,7.41,3.95,2.8,7.63,15.04,1.77,0.84,4.36,3.24,4.82,9.18,5.85,5.84,-0.21,,-0.05,-1.33
60050076,能源第077号公司,能源,2022,10.5,8.81,0.69,1.0,,0.19,0.14,-0.54,-0.55,0.0,-0.55,-0.49,3.19,1.45,1.09,7.04,6.75,0.6,8.45,15.49,1.64,1.33,6.36,1.87,3.11,9.46,6.03,5.72,-0.48,-0.99,-0.59,
60050076,能源第077号公司,能源,2023,10.48,8.04,0.61,0.65,0.25,0.1,0.03,0.8,0.77,0.18,0.59,0.58,1.82,0.91,0.97,4.79,4.9,2.73,9.0,13.79,2.65,0.82,5.18,2.77,3.24,8.42,5.37,5.01,0.58,-0.31,-0.5,-0.23
60050077,能源第078号公司,能源,2019,95.79,65.65,3.68,8.93,2.06,1.43,-0.31,14.36,14.65,3.45,11.2,10.38,22.96,18.8,13.08,60.09,51.66,6.33,66.96,127.05,21.78,12.44,60.44,19.04,29.9,90.33,36.72,34.29,11.36,-7.39,-5.27,-1.3
60050077,能源第078号公司,能源,2020,83.61,50.11,4.06,3.26,1.33,1.66,-0.81,23.99,23.89,6.34,17.54,2.85,26.02,10.21,5.22,48.93,39.48,7.06,57.47,106.4,7.03,9.91,39.74,19.85,29.9,75.65,30.75,26.35,24.72,-7.07,1.79,19.44
60050077,能源第078号公司,能源,2021,94.33,74.69,5.89,4.58,,1.28,1.3,5.13,5.05,1.17,3.87,3.59,40.37,18.44,14.12,78.21,71.45,26.93,114.76,192.97,27.56,12.26,93.77,17.84,43.43,137.2,55.77,54.95,4.67,,-2.16,-8.62
60050077,能源第078号公司,能源,2022,103.13,78.24,6.25,8.79,1.41,2.09,-0.95,7.3,6.96,1.89,5.07,2.105,23.01,5.32,18.92,54.34,57.84,17.0,114.76,140.22,7.28,6.67,47.36,21.83,52.34,99.7,40.52,35.11,2.06,-8.96,7.79,0.89
60050077,能源第078号公司,能源,2023,107.69,83.65,5.37,8.84,1.78,1.48,-0.47,7.03,6.82,1.76,5.06,4.3,21.67,8.81,10.52,56.13,79.12,9.8,109.26,165.39,31.28,8.87,82.17,13.29,35.42,117.59,47.8,45.02,-0.66,-6.69,2.95,-4.4
60050078,能源第079号公司,能源,2019,43.33,23.39,1.68,1.13,0.69,0.49,-0.18,8.13,8.33,2.19,6.14,5.09,13.75,4.24,5.18,28.24,22.58,3.2,31.5,59.74,9.28,5.06,19.88,13.19,14.72,34.6,25.14,24.14,8.42,-2.66,-0.9,4.86
60050078,能源第079号公司,能源,2020,34.79,27.31,2.09,2.07,0.75,0.43,0.38,1.74,1.75,0.43,1.32,1.11,10.61,5.05,6.91,28.19,16.48,10.22,31.9,60.09,11.65,5.06,20.98,8.84,13.82,34.8,25.29,22.57,1.41,,2.05,
60050078,能源第079号公司,能源,2021,33.46,24.94,2.01,2.78,0.67,0.93,0.54,1.58,1.59,0.36,1.22,1.01,10.95,3.04,6.42,26.09,27.67,6.26,37.14,63.24,9.84,4.48,20.74,12.56,15.88,36.62,26.61,26.45,1.93,-4.83,0.23,-2.68
60050078,能源第079号公司,能源,2022,41.41,28.25,2.7,1.64,0.57,0.85,0.11,7.3,7.55,2.05,5.5,4.9,10.56,2.5,8.41,24.14,15.2,6.76,25.39,49.53,6.53,4.45,17.79,6.68,10.89,28.69,20.85,18.01,6.72,-1.26,1.1,6.55
60050078,能源第079号公司,能源,2023,40.7,33.74,1.47,2.0,0.74,0.89,-0.12,1.97,1.94,0.48,1.46,1.19,8.09,4.65,4.29,21.38,31.31,7.76,43.92,65.3,12.46,2.29,24.14,8.45,10.89,37.82,27.48,24.7,1.49,-3.47,0.38,-1.6
60050079,能源第080号公司,能源,2019,11.95,7.92,0.45,0.43,0.12,0.29,0.08,2.66,2.63,0.7,1.93,1.8,3.11,1.51,2.18,8.75,9.81,1.07,11.82,20.56,3.36,0.84,8.79,3.02,5.21,14.0,6.56,6.1,2.13,-0.87,,1.2
60050079,能源第080号公司,能源,2020,13.41,8.83,0.76,0.47,0.14,0.4,0.2,2.62,2.68,0.67,2.01,1.63,3.78,2.32,2.28,11.61,14.2,2.64,18.6,30.22,4.53,1.07,13.6,3.87,6.98,20.58,9.64,9.48,1.83,-2.53,-1.17,-1.87
60050079,能源第080号公司,能源,2021,14.43,9.39,1.09,0.81,0.17,0.785,0.11,2.6,2.67,0.71,1.96,1.77,8.71,2.82,2.25,16.54,14.29,2.67,17.95,34.49,5.28,1.91,12.32,7.98,11.17,23.49,11.0,10.42,1.68,-2.26,0.01,-0.57
60050079,能源第080号公司,能源,2022,14.1,33.34,0.78,1.37,0.18,0.37,0.16,0.49,0.48,0.12,0.36,0.32,3.38,1.39,1.27,7.03,9.62,3.08,13.4,20.43,2.24,1.31,7.27,5.09,6.64,13.91,6.52,5.89,0.42,,0.31,0.11
60050079,能源第080号公司,能源,2023,15.16,9.91,1.02,0.53,0.15,0.45,-0.15,3.25,3.29,0.85,2.44,2.24,5.58,2.8,2.29,12.78,7.4,2.8,11.02,23.8,1.98,1.57,7.41,5.66,8.8,16.21,7.59,7.32,3.09,-0.69,-0.93,1.46
60130000,金融业第001号公司,金融业,2019,828.2,592.72,20.74,58.29,0.0,17.455599999999993,-2.5102999999999995,133.64,128.23,29.473699999999976,96.11,78.92,4192.0457,119.56399999999992,133.8049,5998.498999999999,6632.43,595.48,8702.55,16014.83,2340.1567999999997,91.77,8344.0567,1384.0,4588.69,13664.69,2287.4881,1735.9226999999967,112.21589999999978,-783.29,-17.98,-667.9812
60130000,金融业第001号公司,金融业,2020,911.35,688.5,54.383499999999984,3.51,0.0,0.68,-2.5102999999999995,101.3,97.72,24.34,73.38,67.75,3624.26,119.56399999999992,97.51,5867.15,7411.0578,2264.33,11010.490299999998,17277.9966,2340.1567999999997,96.33,8158.06,1384.0,8021.0403,14783.100099999996,2287.4881,1735.9226999999967,93.27,-800.1371,-18.84,-667.9812
60130000,金融业第001号公司,金融业,2021,800.65,40.095,54.383499999999984,50.92,0.0,14.05,7.702399999999998,21.7,21.53,5.82,15.71,12.85,4192.0457,119.56399999999992,133.8049,5867.15,7411.0578,1062.54,9596.57,17277.9966,2340.1567999999997,84.35,8344.0567,2751.6312000000003,6403.81,14780.21,2287.4881,1735.9226999999967,23.58,-800.1371,-20.1096,-667.9812
60130000,金融业第001号公司,金融业,2022,1383.5369,659.77,30.14,64.0521,0.0,10.34,4.36,92.79,7.220000000000001,25.13,72.21,58.84,4192.0457,77.85,75.98,5998.498999999999,7411.0578,2264.5968999999996,11010.490299999998,17277.9966,2340.1567999999997,84.35,8344.0567,2751.6312000000003,8021.0403,14783.100099999996,2287.4881,1735.9226999999967,95.91,-800.1371,5.59,
60130000,金融业第001号公司,金融业,2023,874.01,629.09,45.23,64.0521,0.0,8.27,7.702399999999998,107.8,113.0,28.92,84.08,81.52,3652.21,74.22,133.8049,5997.41,6235.33,1890.15,9925.98,15923.38,1402.58,80.22,8344.0567,2751.6312000000003,8021.0403,13586.66,2287.4881,1735.9226999999967,99.44,-800.1371,-20.1096,-667.9812
60130001,金融业第002号公司,金融业,2019,27.13,20.87,1.47,2.11,0.0,0.33,0.11,2.03,2.01,0.54,1.47,1.26,88.66,1.61,3.98,141.3,304.5,109.78,438.63,579.93,95.76,3.16,232.05,122.56,274.7,506.75,73.18,68.13,2.08,-31.17,,-30.51
60130001,金融业第002号公司,金融业,2020,24.82,20.5,0.72,2.0,0.0,0.54,0.25,0.64,0.67,0.17,0.5,0.48,108.79,2.0,3.58,210.15,409.66,141.02,622.89,833.04,56.37,3.38,238.1,166.39,489.82,727.92,105.12,95.06,-0.15,-46.72,0.87,-46.0
60130001,金融业第002号公司,金融业,2021,28.25,17.36,1.92,1.31,0.0,0.42,-0.2,7.29,7.11,1.83,5.28,5.04,274.97,5.08,2.84,355.62,479.72,65.43,641.23,996.85,156.63,3.79,534.8,84.46,336.26,871.06,125.79,112.98,4.76,-70.95,-0.44,-66.63
60130001,金融业第002号公司,金融业,2022,26.1,20.56,1.8,1.1,0.0,0.24,0.23,2.01,7.220000000000001,0.53,1.51,1.37,167.32,2.04,5.43,211.15,200.22,36.03,263.94,996.85,63.76,3.08,185.82,100.54,229.31,415.13,59.95,51.95,1.97,-23.91,-1.35,-23.29
60130001,金融业第002号公司,金融业,2023,24.96,43.769999999999996,0.97,2.45,0.0,0.19,0.26,1.82,1.86,0.5,1.36,1.36,237.67,2.39,3.02,269.43,444.57,148.4,639.04,908.48,125.17,3.08,518.64,73.06,275.2,793.83,114.64,99.45,0.64,-56.52,0.34,-55.53
60130002,金融业第003号公司,金融业,2019,401.36,324.76,8.4,39.74,0.0,5.57,4.93,15.88,16.04,4.31,11.73,11.08,2438.33,43.56,91.19,3428.93,2133.4,1330.22,4391.85,7820.79,665.16,45.25,4528.82,649.49,2778.61,7307.43,513.36,485.04,31.83,-455.14,-18.77,
60130002,金融业第003号公司,金融业,2020,436.18,297.23,26.28,28.33,0.0,12.17,-2.5102999999999995,74.51,76.48,17.96,58.53,51.16,2121.23,59.53,54.68,2635.47,2746.06,1245.44,4228.32,6863.79,566.84,61.28,2444.2,1658.26,3969.05,6413.25,450.54,423.35,45.03,-327.2,-20.1096,-308.89
60130002,金融业第003号公司,金融业,2021,471.95,395.54,26.48,30.4,0.0,0.905,-0.05,5.65,5.66,1.32,4.34,3.93,2121.23,59.4,100.19,2177.06,2531.84,444.87,4007.66,6184.72,624.92,55.1,3216.8,935.63,2561.96,5778.76,405.97,384.13,0.28,-262.71,24.589799999999975,
60130002,金融业第003号公司,金融业,2022,535.84,396.35,32.97,48.52,0.0,6.95,5.69,42.73,40.61,10.12,30.48,27.85,2844.61,51.78,57.51,3906.03,5147.2,928.36,6411.89,10317.92,1113.91,29.09,4503.01,2096.82,5137.64,9640.65,677.27,666.13,37.5,-641.7,24.589799999999975,-578.89
60130002,金融业第003号公司,金融业,2023,492.93,329.24,39.22,45.35,0.0,10.1,3.96,62.97,61.04,15.62,45.42,43.27,3022.67,70.43,70.38,3611.5,2317.05,1310.8,4134.33,7745.82,1054.62,57.63,3837.88,1390.16,3399.51,7237.39,508.44,483.2,43.36,-200.85,0.06,-157.43
60130003,金融业第004号公司,金融业,2019,55.62,30.98,4.12,3.82,0.0,0.36,-0.24,16.11,15.56,3.84,11.72,10.54,186.59,9.01,6.81,251.97,482.94,101.56,676.44,836.7,97.08,7.5,419.58,156.74,398.37,817.95,110.46,96.89,9.83,-47.21,-0.15,-37.53
60130003,金融业第004号公司,金融业,2020,554.5,36.4,1.67,4.05,0.0,0.67,0.77,11.45,10.99,2.93,8.06,6.52,235.37,6.39,3.73,276.76,296.72,154.79,559.94,836.7,116.57,7.77,329.34,200.53,407.82,737.16,110.46,95.88,7.7,-57.86,1.22,-48.94
60130003,金融业第004号公司,金融业,2021,66.71,49.82,3.28,3.06,0.0,1.04,0.41,5.54,5.27,1.44,3.83,3.27,323.57,12.06,10.03,407.18,389.22,104.33,553.02,960.2,68.37,7.95,489.0,105.52,356.96,845.96,114.24,100.95,2.01,-48.19,-5.42,-51.59
60130003,金融业第004号公司,金融业,2022,59.35,49.27,3.93,5.44,0.0,1.52,-0.28,-1.02,-1.06,0.0,-1.06,-0.97,121.88,4.04,11.25,177.55,348.67,44.99,447.32,624.87,41.07,5.99,231.5,127.47,319.03,550.53,74.34,66.13,-0.85,,-6.53,
60130003,金融业第004号公司,金融业,2023,63.8,40.24,2.11,4.45,0.0,0.72,0.91,14.91,14.8,3.5,11.3,11.27,183.0,4.65,11.25,238.2,206.68,57.89,352.73,590.93,104.25,8.32,304.19,84.31,216.44,520.63,70.31,66.13,11.01,-24.96,1.07,-12.88
60130004,金融业第005号公司,金融业,2019,284.24,233.06,2.81,15.63,0.0,8.2,0.15,7.46,7.56,1.84,5.72,5.68,484.5,15.05,29.57,863.06,1607.13,206.98,1919.49,2782.55,297.08,27.32,1221.92,572.97,1326.44,2548.36,234.19,210.94,-2.24,-140.27,-5.13,-147.64
60130004,金融业第005号公司,金融业,2020,286.23,185.85,13.52,26.63,0.0,8.38,1.94,49.02,48.17,11.53,36.64,33.65,424.36,24.74,44.37,604.68,1491.33,282.54,1989.44,2594.12,376.15,31.62,1154.85,572.97,1220.93,2375.78,218.33,198.5,47.33,-147.88,-20.04,-120.59
60130004,金融业第005号公司,金融业,2021,306.18,182.07,13.55,16.77,0.0,8.69,0.65,83.4,81.99,18.8,63.19,55.91,1108.14,48.93,46.69,1378.48,1716.2,594.19,2567.12,3945.6,212.3,36.32,1512.23,709.48,2101.28,3613.51,332.08,319.09,76.98,-267.2,-5.91,-196.13
60130004,金融业第005号公司,金融业,2022,295.83,193.97,14.28,16.91,0.0,3.71,2.88,63.08,63.84,15.77,48.07,44.75,1115.79,48.93,57.89,1713.23,1229.78,309.45,1863.14,3576.37,316.49,43.11,1520.92,578.47,1754.44,3275.36,301.01,273.49,41.41,-277.25,-20.1096,-264.81
60130004,金融业第005号公司,金融业,2023,314.4,223.52,17.6,29.2,0.0,6.55,-2.51,38.92,37.24,8.56,28.68,28.34,1168.18,35.39,28.62,1677.0,1031.14,375.6,1680.33,3357.33,266.62,21.07,1719.24,346.54,1355.52,3074.76,282.57,255.44,30.42,-190.77,3.65,-156.7
60130005,金融业第006号公司,金融业,2019,21.7,15.21,1.35,0.75,0.0,0.19,0.03,4.01,3.92,0.96,4.665,2.77,48.56,4.33,3.87,95.28,136.5,17.11,170.69,265.97,60.05,2.81,125.59,38.72,113.34,238.94,27.03,23.44,4.25,-19.52,-1.66,-16.92
60130005,金融业第006号公司,金融业,2020,23.27,14.09,1.42,1.38,0.0,0.68,-0.04,6.0,6.1,1.41,4.68,3.99,112.24,1.54,3.44,154.41,119.92,50.77,207.26,361.67,60.05,2.41,221.14,31.86,103.77,324.91,36.76,31.41,3.95,-21.26,1.77,-15.54
60130005,金融业第006号公司,金融业,2021,25.37,16.21,0.8,2.0,0.0,0.6,0.08,5.49,5.23,1.44,3.8,3.78,56.79,2.57,4.82,76.39,172.18,37.0,236.83,313.22,37.5,3.19,144.77,42.42,136.62,281.38,36.76,31.41,3.35,-17.27,0.06,-13.85
60130005,金融业第006号公司,金融业,2022,22.76,18.29,0.63,1.4,0.0,0.2,0.1,1.59,1.54,0.38,5.67,1.07,58.42,3.84,1.86,80.57,206.85,14.74,262.55,343.12,40.82,2.31,147.86,70.75,160.38,308.24,34.87,33.32,1.45,-23.45,0.8,-21.21
60130005,金融业第006号公司,金融业,2023,23.79,20.04,1.8,1.23,0.0,0.48,0.35,-0.34,-0.36,1.395,-0.36,-0.35,81.28,1.27,2.12,80.57,133.34,76.88,233.53,334.99,26.81,1.55,154.72,34.0,146.22,300.94,34.05,32.9,-0.23,-14.49,0.78,-13.93
60130006,金融业第007号公司,金融业,2019,1.21,0.7,0.08,0.06,0.0,0.01,0.01,0.35,0.36,0.1,0.26,0.24,11.01,0.08,0.14,13.74,17.01,1.96,21.51,35.25,4.87,0.17,18.04,4.41,15.35,33.39,1.86,1.59,0.28,-2.1,0.04,-1.77
60130006,金融业第007号公司,金融业,2020,1.31,0.96,0.07,0.12,0.0,0.02,0.02,0.11,0.12,0.03,0.09,3.99,7.43,0.12,0.1,11.81,13.51,5.06,23.07,34.88,4.87,0.07,14.21,6.59,18.83,33.04,1.84,1.83,0.14,-2.37,0.09,-2.14
60130006,金融业第007号公司,金融业,2021,1.36,0.79,0.08,0.09,0.0,0.02,0.02,0.36,0.35,0.09,0.26,0.22,6.03,0.17,0.09,10.59,8.83,3.57,17.08,27.67,3.4,0.11,15.31,3.59,10.91,26.21,1.46,1.44,0.35,-1.54,0.02,-1.17
60130006,金融业第007号公司,金融业,2022,1.36,0.75,0.08,0.13,0.0,0.02,0.02,0.36,0.35,1.46,0.27,0.27,5.28,0.19,0.19,10.15,14.23,1.64,19.85,30.0,2.45,0.18,15.66,2.22,12.75,28.41,1.58,1.57,0.25,-1.74,0.11,-1.39
60130006,金融业第007号公司,金融业,2023,1.31,1.08,0.08,0.07,0.0,0.02,0.02,0.03,0.02,0.01,0.02,0.02,9.18,0.17,0.19,11.85,14.35,5.18,22.97,34.82,5.5,0.11,21.42,2.56,11.56,32.99,1.84,1.62,0.0,-1.53,-0.08,-1.61
60130007,金融业第008号公司,金融业,2019,294.89,240.17,16.53,20.22,0.0,6.9,4.18,4.37,4.21,1.11,4.665,2.97,1460.15,57.74,34.2,2369.81,1740.81,716.85,3470.1,5839.91,1045.08,40.4,3602.49,513.08,1569.09,5171.58,668.32,647.39,-4.7679,-224.67,4.65,-226.58
60130007,金融业第008号公司,金融业,2020,251.45,168.44,2.5300000000000002,13.45,0.0,6.8,-1.69,43.96,42.11,10.94,31.17,25.72,2169.88,40.41,39.45,2369.81,3414.53,246.76,4370.39,5839.91,794.91,31.86,2339.56,1726.96,3836.32,6175.88,798.11,702.59,30.85,-411.27,6.07,-374.35
60130007,金融业第008号公司,金融业,2021,305.46,227.53,13.59,3.06,0.0,9.02,4.01,26.56,26.0,1.82,19.01,17.12,1701.61,56.64,55.56,2371.75,2863.54,796.11,4101.86,5839.91,940.23,26.65,3190.05,966.28,2542.72,5732.77,740.85,704.43,,-242.47,5.65,-213.52
60130007,金融业第008号公司,金融业,2022,310.78,172.89,3.0,18.94,0.0,8.0,-2.21,101.04,99.18,25.32,73.86,4.55,1804.39,56.64,40.91,2372.33,3149.54,1297.16,4797.64,7169.97,966.11,40.75,3729.93,561.09,2619.5,6349.43,820.54,725.67,77.57,-327.52,-17.51,-267.47
60130007,金融业第008号公司,金融业,2023,316.24,252.81,9.02,22.8,0.0,5.56,2.76,20.99,22.0,5.42,16.57,13.54,1399.49,16.51,58.48,2005.88,4883.97,416.49,6059.97,8065.85,1487.77,18.23,4667.1,917.48,2475.68,7142.78,923.06,836.75,24.62,-633.97,2.89,-606.46
60130008,金融业第009号公司,金融业,2019,4.97,3.67,0.15,0.35,0.0,0.13,0.0,0.63,0.65,0.16,0.49,0.39,11.09,0.73,0.77,21.8,17.41,7.5,28.24,67.58,5.98,0.57,25.78,3.1,18.33,44.11,5.93,5.63,0.72,-2.57,0.14,-1.71
60130008,金融业第009号公司,金融业,2020,4.59,3.06,2.5300000000000002,0.29,0.0,0.1,0.02,0.88,0.89,0.22,0.67,0.58,14.99,0.38,0.77,19.79,37.16,6.48,47.79,67.58,4.35,0.23,33.62,5.63,25.95,59.57,8.0,7.44,0.77,-4.02,-0.16,-3.41
60130008,金融业第009号公司,金融业,2021,4.73,3.82,0.34,0.21,0.0,0.14,0.06,0.12,0.12,0.03,0.09,0.08,21.52,0.41,1.02,30.84,34.81,7.5,44.78,75.62,11.64,0.28,33.71,13.18,32.95,66.66,8.96,8.82,0.0,,-0.14,-2.22
60130008,金融业第009号公司,金融业,2022,5.38,3.71,0.2,0.29,0.0,0.06,0.05,1.03,1.04,0.27,0.77,0.65,17.77,0.75,1.02,23.35,21.06,7.5,45.46,68.81,11.34,0.44,36.48,6.18,24.17,60.66,8.15,7.4,,-5.28,-0.64,-4.92
60130008,金融业第009号公司,金融业,2023,4.91,3.47,0.26,0.18,0.0,0.1,0.07,0.8,0.77,0.18,0.59,0.56,11.69,0.83,0.92,23.95,31.93,9.86,49.66,73.61,11.15,0.34,39.8,6.63,25.09,64.89,8.72,7.66,0.7,-1.44,-0.35,-1.1
60130009,金融业第010号公司,金融业,2019,3.04,2.12,0.24,0.2,0.0,0.04,0.04,0.35,0.36,0.09,0.27,0.26,24.75,0.53,0.35,28.11,42.93,5.59,51.54,79.65,6.7,0.43,38.32,8.6,35.1,73.42,6.23,6.2,0.3,-4.28,-0.05,-4.03
60130009,金融业第010号公司,金融业,2020,3.25,1.84,0.24,0.22,0.0,0.02,-0.02,0.91,0.88,0.22,0.66,0.62,14.77,0.53,0.29,17.53,29.9,4.96,41.56,59.09,3.01,0.43,38.32,7.29,26.44,54.46,4.62,4.48,0.53,-1.31,-0.24,-1.02
60130009,金融业第010号公司,金融业,2021,3.5,2.96,2.545,0.3,0.0,0.02,0.02,-0.05,-0.05,0.0,-0.05,-0.05,14.77,0.45,0.5,19.09,28.31,5.53,44.2,63.3,3.62,0.43,17.89,12.8,40.46,58.35,4.95,4.22,-0.06,-1.55,0.0,-1.6
60130009,金融业第010号公司,金融业,2022,3.4,1.99,0.13,0.18,0.0,0.04,-0.0,1.03,0.98,0.24,0.74,0.74,10.19,0.62,0.37,18.31,24.18,12.95,45.41,63.72,9.67,0.19,25.3,15.65,33.44,58.73,4.99,4.65,1.02,,-0.15,-0.49
60130009,金融业第010号公司,金融业,2023,3.4,2.43,0.24,0.19,0.0,0.05,0.03,0.42,0.44,0.1,0.34,0.33,10.65,0.56,0.5,15.89,29.57,6.58,42.18,58.07,3.41,0.33,19.51,13.91,34.02,53.53,4.54,3.89,0.3,-3.31,0.16,-2.86
60130010,金融业第011号公司,金融业,2019,14.43,10.99,0.43,3.105,0.0,0.15,-0.06,2.38,2.32,0.54,1.77,1.56,48.49,1.43,2.33,80.05,89.03,31.9,151.51,231.56,45.4,1.28,102.8,47.8,101.55,204.35,27.2,24.79,2.02,-10.17,0.97,-7.19
60130010,金融业第011号公司,金融业,2020,15.51,13.04,0.38,1.43,0.0,0.14,0.22,6.0,0.21,0.06,0.15,0.13,97.92,1.49,1.51,113.12,118.54,12.89,154.53,267.65,21.47,1.15,94.02,54.99,142.19,236.2,31.44,29.48,0.59,-10.71,0.57,-9.55
60130010,金融业第011号公司,金融业,2021,15.47,9.59,0.67,1.34,0.0,0.1,-0.07,3.73,3.67,0.83,2.84,2.35,75.15,2.25,1.74,103.7,168.13,24.44,211.9,315.6,31.17,1.59,121.37,50.7,157.15,278.52,37.08,34.74,2.7,-16.8,0.09,-14.0
60130010,金融业第011号公司,金融业,2022,16.18,11.34,0.58,0.49,0.0,0.17,-0.14,3.62,3.63,0.83,2.79,2.4,77.23,2.66,1.74,123.72,114.86,48.84,202.31,326.03,63.9,2.29,143.64,76.4,144.08,287.73,38.3,37.63,2.79,-8.49,0.35,-5.35
60130010,金融业第011号公司,金融业,2023,16.31,12.56,0.34,0.63,0.0,0.29,0.31,2.06,2.05,0.56,1.5,1.28,42.45,1.43,1.67,86.78,162.43,54.98,234.45,321.23,41.15,1.42,143.64,78.16,143.76,283.49,37.74,34.49,2.55,-23.49,-1.69,-22.63
60130011,金融业第012号公司,金融业,2019,275.61,213.88,14.12,12.84,0.0,2.52,0.21,29.77,28.44,7.46,20.98,19.91,1468.67,21.22,49.95,1838.73,1801.3,677.34,3447.89,5286.62,701.34,33.51,3457.24,362.57,1546.22,5003.46,283.16,282.16,25.5,-374.91,4.75,-344.65
